# Region type : patch outlet
# Faces  :    1008
# Area   :    1.407929e-05
# Time        	areaAverage(TMean)	areaAverage(UMean)
0             
1.19999e-08   	9.065808e+02	(3.350689e-01 -7.698490e-02 1.731986e+02)
2.63997e-08   	9.065792e+02	(3.349561e-01 -7.698884e-02 1.731979e+02)
4.36788e-08   	9.065772e+02	(3.348181e-01 -7.700626e-02 1.731972e+02)
6.44136e-08   	9.065747e+02	(3.346519e-01 -7.705881e-02 1.731962e+02)
8.92947e-08   	9.065716e+02	(3.344546e-01 -7.719495e-02 1.731951e+02)
1.19151e-07   	9.065679e+02	(3.342246e-01 -7.750754e-02 1.731937e+02)
1.54977e-07   	9.065634e+02	(3.339596e-01 -7.814328e-02 1.731921e+02)
1.97967e-07   	9.065581e+02	(3.336446e-01 -7.928118e-02 1.731902e+02)
2.49551e-07   	9.065519e+02	(3.332326e-01 -8.106911e-02 1.731880e+02)
3.10638e-07   	9.065446e+02	(3.326526e-01 -8.350879e-02 1.731857e+02)
3.81216e-07   	9.065361e+02	(3.318561e-01 -8.643084e-02 1.731834e+02)
4.6127e-07    	9.065265e+02	(3.308451e-01 -8.964845e-02 1.731812e+02)
5.50793e-07   	9.065156e+02	(3.296774e-01 -9.303564e-02 1.731793e+02)
6.45457e-07   	9.065041e+02	(3.285137e-01 -9.635271e-02 1.731778e+02)
7.4014e-07    	9.064925e+02	(3.274955e-01 -9.945254e-02 1.731768e+02)
8.34858e-07   	9.064808e+02	(3.266567e-01 -1.024543e-01 1.731762e+02)
9.29594e-07   	9.064691e+02	(3.260214e-01 -1.054602e-01 1.731758e+02)
1.02429e-06   	9.064575e+02	(3.256000e-01 -1.085534e-01 1.731758e+02)
1.11898e-06   	9.064459e+02	(3.253897e-01 -1.117991e-01 1.731759e+02)
1.21366e-06   	9.064344e+02	(3.253774e-01 -1.152392e-01 1.731761e+02)
1.30836e-06   	9.064232e+02	(3.255458e-01 -1.188960e-01 1.731765e+02)
1.40311e-06   	9.064122e+02	(3.258779e-01 -1.227775e-01 1.731770e+02)
1.49792e-06   	9.064014e+02	(3.263611e-01 -1.268812e-01 1.731774e+02)
1.5928e-06    	9.063908e+02	(3.269890e-01 -1.312020e-01 1.731779e+02)
1.68768e-06   	9.063806e+02	(3.277606e-01 -1.357289e-01 1.731783e+02)
1.78258e-06   	9.063707e+02	(3.286802e-01 -1.404561e-01 1.731786e+02)
1.87748e-06   	9.063611e+02	(3.297548e-01 -1.453766e-01 1.731787e+02)
1.97241e-06   	9.063518e+02	(3.309928e-01 -1.504872e-01 1.731787e+02)
2.06739e-06   	9.063429e+02	(3.324022e-01 -1.557819e-01 1.731785e+02)
