# Region type : patch outlet
# Faces  :    700
# Area   :    1.406158e-05
# Time        	areaAverage(TMean)	areaAverage(UMean)
0.001         
0.0010001     	9.129694e+02	(9.095755e-03 3.963975e-02 1.732792e+02)
0.00100019    	9.129687e+02	(9.122584e-03 3.961536e-02 1.732792e+02)
0.00100029    	9.129679e+02	(9.149160e-03 3.959073e-02 1.732793e+02)
0.00100038    	9.129672e+02	(9.175498e-03 3.956581e-02 1.732794e+02)
0.00100048    	9.129665e+02	(9.201613e-03 3.954057e-02 1.732794e+02)
0.00100057    	9.129658e+02	(9.227528e-03 3.951497e-02 1.732795e+02)
0.00100067    	9.129650e+02	(9.253270e-03 3.948895e-02 1.732795e+02)
0.00100076    	9.129643e+02	(9.278866e-03 3.946247e-02 1.732796e+02)
0.00100086    	9.129635e+02	(9.304348e-03 3.943547e-02 1.732796e+02)
0.00100095    	9.129628e+02	(9.329742e-03 3.940793e-02 1.732797e+02)
0.00100105    	9.129621e+02	(9.355090e-03 3.937976e-02 1.732798e+02)
0.00100114    	9.129613e+02	(9.380412e-03 3.935094e-02 1.732798e+02)
0.00100124    	9.129606e+02	(9.405742e-03 3.932143e-02 1.732799e+02)
0.00100133    	9.129598e+02	(9.431117e-03 3.929116e-02 1.732799e+02)
0.00100143    	9.129591e+02	(9.456578e-03 3.926008e-02 1.732800e+02)
0.00100152    	9.129583e+02	(9.482168e-03 3.922813e-02 1.732800e+02)
0.00100162    	9.129575e+02	(9.507925e-03 3.919526e-02 1.732801e+02)
0.00100171    	9.129568e+02	(9.533889e-03 3.916143e-02 1.732801e+02)
0.00100181    	9.129560e+02	(9.560094e-03 3.912659e-02 1.732802e+02)
0.0010019     	9.129553e+02	(9.586574e-03 3.909070e-02 1.732803e+02)
0.001002      	9.129545e+02	(9.613370e-03 3.905371e-02 1.732803e+02)
0.00100209    	9.129538e+02	(9.640527e-03 3.901559e-02 1.732804e+02)
0.00100219    	9.129530e+02	(9.668085e-03 3.897629e-02 1.732804e+02)
0.00100228    	9.129522e+02	(9.696091e-03 3.893577e-02 1.732805e+02)
0.00100238    	9.129515e+02	(9.724590e-03 3.889397e-02 1.732805e+02)
0.00100247    	9.129507e+02	(9.753611e-03 3.885090e-02 1.732806e+02)
0.00100257    	9.129499e+02	(9.783189e-03 3.880651e-02 1.732806e+02)
0.00100266    	9.129492e+02	(9.813370e-03 3.876079e-02 1.732807e+02)
0.00100276    	9.129484e+02	(9.844192e-03 3.871370e-02 1.732807e+02)
0.00100285    	9.129476e+02	(9.875694e-03 3.866523e-02 1.732808e+02)
0.00100295    	9.129468e+02	(9.907922e-03 3.861536e-02 1.732808e+02)
0.00100304    	9.129461e+02	(9.940914e-03 3.856406e-02 1.732809e+02)
0.00100314    	9.129453e+02	(9.974705e-03 3.851133e-02 1.732809e+02)
0.00100323    	9.129445e+02	(1.000932e-02 3.845719e-02 1.732810e+02)
0.00100333    	9.129438e+02	(1.004480e-02 3.840163e-02 1.732810e+02)
0.00100342    	9.129430e+02	(1.008118e-02 3.834464e-02 1.732811e+02)
0.00100352    	9.129422e+02	(1.011848e-02 3.828623e-02 1.732811e+02)
0.00100362    	9.129414e+02	(1.015676e-02 3.822640e-02 1.732812e+02)
0.00100371    	9.129406e+02	(1.019603e-02 3.816516e-02 1.732812e+02)
0.00100381    	9.129399e+02	(1.023633e-02 3.810253e-02 1.732813e+02)
0.0010039     	9.129391e+02	(1.027767e-02 3.803855e-02 1.732813e+02)
0.001004      	9.129383e+02	(1.032006e-02 3.797324e-02 1.732814e+02)
0.00100409    	9.129375e+02	(1.036355e-02 3.790661e-02 1.732815e+02)
0.00100419    	9.129367e+02	(1.040814e-02 3.783870e-02 1.732815e+02)
0.00100428    	9.129359e+02	(1.045386e-02 3.776953e-02 1.732816e+02)
0.00100438    	9.129352e+02	(1.050074e-02 3.769913e-02 1.732816e+02)
0.00100447    	9.129344e+02	(1.054876e-02 3.762756e-02 1.732817e+02)
0.00100457    	9.129336e+02	(1.059795e-02 3.755485e-02 1.732817e+02)
0.00100466    	9.129328e+02	(1.064830e-02 3.748107e-02 1.732818e+02)
0.00100476    	9.129320e+02	(1.069983e-02 3.740624e-02 1.732818e+02)
0.00100485    	9.129312e+02	(1.075255e-02 3.733042e-02 1.732819e+02)
0.00100495    	9.129304e+02	(1.080645e-02 3.725364e-02 1.732819e+02)
0.00100504    	9.129296e+02	(1.086155e-02 3.717595e-02 1.732820e+02)
0.00100514    	9.129287e+02	(1.091781e-02 3.709745e-02 1.732820e+02)
0.00100524    	9.129279e+02	(1.097524e-02 3.701818e-02 1.732821e+02)
