# Region type : patch inlet
# Faces  :    1372
# Area   :    1.408997e-05
# Time        	areaAverage(TMean)	areaAverage(UMean)
0             
1.19999e-08   	5.787000e+02	(-7.108325e-03 -6.897381e-01 9.999762e+01)
2.63997e-08   	5.787000e+02	(-6.968255e-03 -6.889181e-01 9.999763e+01)
4.36788e-08   	5.787000e+02	(-6.810130e-03 -6.879328e-01 9.999763e+01)
6.44136e-08   	5.787000e+02	(-6.630753e-03 -6.867485e-01 9.999764e+01)
8.92947e-08   	5.787000e+02	(-6.423080e-03 -6.853216e-01 9.999765e+01)
1.19151e-07   	5.787000e+02	(-6.178514e-03 -6.835918e-01 9.999766e+01)
1.54977e-07   	5.787000e+02	(-5.893227e-03 -6.814739e-01 9.999768e+01)
1.97967e-07   	5.787000e+02	(-5.570520e-03 -6.788546e-01 9.999770e+01)
2.49551e-07   	5.787000e+02	(-5.213109e-03 -6.755951e-01 9.999772e+01)
3.10415e-07   	5.787000e+02	(-4.820175e-03 -6.716258e-01 9.999774e+01)
3.80527e-07   	5.787000e+02	(-4.372652e-03 -6.669350e-01 9.999778e+01)
4.5987e-07    	5.787000e+02	(-3.812793e-03 -6.614940e-01 9.999781e+01)
5.4844e-07    	5.787000e+02	(-3.040174e-03 -6.552651e-01 9.999785e+01)
6.40675e-07   	5.787000e+02	(-2.032788e-03 -6.487453e-01 9.999789e+01)
7.32774e-07   	5.787000e+02	(-8.168328e-04 -6.422422e-01 9.999793e+01)
8.24737e-07   	5.787000e+02	(5.939807e-04 -6.357302e-01 9.999797e+01)
9.16599e-07   	5.787000e+02	(2.163365e-03 -6.292118e-01 9.999801e+01)
1.00839e-06   	5.787000e+02	(3.843819e-03 -6.227010e-01 9.999805e+01)
1.10017e-06   	5.787000e+02	(5.586088e-03 -6.162083e-01 9.999809e+01)
1.19195e-06   	5.787000e+02	(7.343877e-03 -6.097370e-01 9.999813e+01)
1.28376e-06   	5.787000e+02	(9.078114e-03 -6.032756e-01 9.999817e+01)
1.37562e-06   	5.787000e+02	(1.075719e-02 -5.968022e-01 9.999820e+01)
1.46743e-06   	5.787000e+02	(1.235480e-02 -5.902973e-01 9.999824e+01)
1.55919e-06   	5.787000e+02	(1.385345e-02 -5.837301e-01 9.999828e+01)
1.65092e-06   	5.787000e+02	(1.524108e-02 -5.770694e-01 9.999831e+01)
1.74263e-06   	5.787000e+02	(1.650930e-02 -5.702877e-01 9.999835e+01)
1.83433e-06   	5.787000e+02	(1.765236e-02 -5.633614e-01 9.999838e+01)
1.92609e-06   	5.787000e+02	(1.866672e-02 -5.562693e-01 9.999842e+01)
2.01791e-06   	5.787000e+02	(1.954973e-02 -5.489994e-01 9.999846e+01)
2.10977e-06   	5.787000e+02	(2.030019e-02 -5.415453e-01 9.999849e+01)
2.20161e-06   	5.787000e+02	(2.091809e-02 -5.339118e-01 9.999853e+01)
2.29347e-06   	5.787000e+02	(2.140589e-02 -5.261001e-01 9.999856e+01)
2.38535e-06   	5.787000e+02	(2.176741e-02 -5.181191e-01 9.999860e+01)
