# Region type : patch outlet
# Faces  :    1372
# Area   :    1.408997e-05
# Time        	sum(phi)
0             	3.160443e-03
1.19999e-08   	3.149022e-03
2.63997e-08   	3.149034e-03
4.36788e-08   	3.149054e-03
6.44136e-08   	3.149081e-03
8.92947e-08   	3.149122e-03
1.19151e-07   	3.149183e-03
1.54977e-07   	3.149269e-03
1.97967e-07   	3.149385e-03
2.49551e-07   	3.149529e-03
3.10415e-07   	3.149687e-03
3.80527e-07   	3.149832e-03
4.5987e-07    	3.149937e-03
5.4844e-07    	3.149986e-03
6.40675e-07   	3.149987e-03
7.32774e-07   	3.149960e-03
8.24737e-07   	3.149907e-03
9.16599e-07   	3.149833e-03
1.00839e-06   	3.149741e-03
1.10017e-06   	3.149632e-03
1.19195e-06   	3.149506e-03
1.28376e-06   	3.149362e-03
1.37562e-06   	3.149203e-03
1.46743e-06   	3.149030e-03
1.55919e-06   	3.148844e-03
1.65092e-06   	3.148647e-03
1.74263e-06   	3.148441e-03
1.83433e-06   	3.148227e-03
1.92609e-06   	3.148003e-03
2.01791e-06   	3.147771e-03
2.10977e-06   	3.147533e-03
2.20161e-06   	3.147289e-03
2.29347e-06   	3.147041e-03
2.38535e-06   	3.146788e-03
2.47727e-06   	3.146533e-03
2.56921e-06   	3.146273e-03
2.66119e-06   	3.146009e-03
2.75321e-06   	3.145742e-03
2.84522e-06   	3.145470e-03
2.93718e-06   	3.145194e-03
3.02911e-06   	3.144914e-03
3.12103e-06   	3.144633e-03
3.21292e-06   	3.144352e-03
3.30478e-06   	3.144074e-03
3.39659e-06   	3.143802e-03
3.48835e-06   	3.143539e-03
3.58008e-06   	3.143291e-03
3.67179e-06   	3.143060e-03
3.76348e-06   	3.142854e-03
3.85519e-06   	3.142679e-03
3.94683e-06   	3.142538e-03
4.03839e-06   	3.142437e-03
4.12989e-06   	3.142379e-03
4.22135e-06   	3.142366e-03
4.31277e-06   	3.142397e-03
4.40417e-06   	3.142470e-03
4.49556e-06   	3.142581e-03
4.58697e-06   	3.142726e-03
4.67829e-06   	3.142900e-03
4.76954e-06   	3.143095e-03
4.86074e-06   	3.143307e-03
4.95191e-06   	3.143530e-03
