# Region type : patch inlet
# Faces  :    700
# Area   :    1.406158e-05
# Time        	areaAverage(TMean)	areaAverage(UMean)
0             
1.19999e-08   	5.787000e+02	(-4.968209e-01 4.545622e-02 9.999876e+01)
2.63997e-08   	5.787000e+02	(-4.962256e-01 4.546949e-02 9.999876e+01)
4.36788e-08   	5.787000e+02	(-4.955173e-01 4.549257e-02 9.999876e+01)
6.44136e-08   	5.787000e+02	(-4.946761e-01 4.552528e-02 9.999877e+01)
8.92947e-08   	5.787000e+02	(-4.936794e-01 4.556387e-02 9.999877e+01)
1.19151e-07   	5.787000e+02	(-4.925002e-01 4.560006e-02 9.999878e+01)
1.54977e-07   	5.787000e+02	(-4.910991e-01 4.562333e-02 9.999878e+01)
1.97967e-07   	5.787000e+02	(-4.894135e-01 4.562917e-02 9.999879e+01)
2.49551e-07   	5.787000e+02	(-4.873521e-01 4.563053e-02 9.999880e+01)
3.09806e-07   	5.787000e+02	(-4.848988e-01 4.565989e-02 9.999881e+01)
3.78738e-07   	5.787000e+02	(-4.820546e-01 4.575302e-02 9.999883e+01)
4.56355e-07   	5.787000e+02	(-4.788424e-01 4.593342e-02 9.999884e+01)
5.42662e-07   	5.787000e+02	(-4.752923e-01 4.620822e-02 9.999886e+01)
6.296e-07     	5.787000e+02	(-4.718449e-01 4.652870e-02 9.999888e+01)
7.16492e-07   	5.787000e+02	(-4.684880e-01 4.687515e-02 9.999889e+01)
8.03354e-07   	5.787000e+02	(-4.651900e-01 4.723545e-02 9.999891e+01)
8.90201e-07   	5.787000e+02	(-4.619311e-01 4.760138e-02 9.999892e+01)
9.77063e-07   	5.787000e+02	(-4.586978e-01 4.796775e-02 9.999893e+01)
1.06394e-06   	5.787000e+02	(-4.554818e-01 4.833127e-02 9.999895e+01)
1.15076e-06   	5.787000e+02	(-4.522798e-01 4.868930e-02 9.999896e+01)
1.23753e-06   	5.787000e+02	(-4.490853e-01 4.903985e-02 9.999898e+01)
1.32429e-06   	5.787000e+02	(-4.458920e-01 4.938079e-02 9.999899e+01)
1.41106e-06   	5.787000e+02	(-4.426940e-01 4.970994e-02 9.999900e+01)
1.49786e-06   	5.787000e+02	(-4.394864e-01 5.002528e-02 9.999902e+01)
1.58468e-06   	5.787000e+02	(-4.362655e-01 5.032535e-02 9.999903e+01)
1.67148e-06   	5.787000e+02	(-4.330284e-01 5.060963e-02 9.999904e+01)
1.75828e-06   	5.787000e+02	(-4.297706e-01 5.087891e-02 9.999906e+01)
1.84511e-06   	5.787000e+02	(-4.264872e-01 5.113512e-02 9.999907e+01)
1.93197e-06   	5.787000e+02	(-4.231756e-01 5.138097e-02 9.999908e+01)
2.01888e-06   	5.787000e+02	(-4.198335e-01 5.161974e-02 9.999910e+01)
2.10583e-06   	5.787000e+02	(-4.164608e-01 5.185471e-02 9.999911e+01)
2.1928e-06    	5.787000e+02	(-4.130600e-01 5.208871e-02 9.999912e+01)
2.27976e-06   	5.787000e+02	(-4.096352e-01 5.232384e-02 9.999914e+01)
2.36671e-06   	5.787000e+02	(-4.061900e-01 5.256148e-02 9.999915e+01)
2.45366e-06   	5.787000e+02	(-4.027295e-01 5.280204e-02 9.999916e+01)
2.54062e-06   	5.787000e+02	(-3.992593e-01 5.304522e-02 9.999917e+01)
2.6276e-06    	5.787000e+02	(-3.957840e-01 5.329033e-02 9.999919e+01)
2.7146e-06    	5.787000e+02	(-3.923098e-01 5.353636e-02 9.999920e+01)
2.8016e-06    	5.787000e+02	(-3.888423e-01 5.378234e-02 9.999921e+01)
2.8886e-06    	5.787000e+02	(-3.853854e-01 5.402760e-02 9.999922e+01)
2.97558e-06   	5.787000e+02	(-3.819425e-01 5.427175e-02 9.999923e+01)
3.06258e-06   	5.787000e+02	(-3.785136e-01 5.451485e-02 9.999925e+01)
3.14959e-06   	5.787000e+02	(-3.750989e-01 5.475709e-02 9.999926e+01)
