# Region type : patch outlet
# Faces  :    1372
# Area   :    1.408997e-05
# Time        	areaAverage(TMean)	areaAverage(UMean)
0             
1.19999e-08   	8.953121e+02	(3.474859e-01 6.412429e-01 1.729702e+02)
2.63997e-08   	8.953113e+02	(3.467168e-01 6.415523e-01 1.729702e+02)
4.36788e-08   	8.953104e+02	(3.458136e-01 6.419377e-01 1.729703e+02)
6.44136e-08   	8.953094e+02	(3.447605e-01 6.424185e-01 1.729706e+02)
8.92947e-08   	8.953085e+02	(3.435408e-01 6.430171e-01 1.729711e+02)
1.19151e-07   	8.953075e+02	(3.421408e-01 6.437595e-01 1.729720e+02)
1.54977e-07   	8.953065e+02	(3.405543e-01 6.446751e-01 1.729733e+02)
1.97967e-07   	8.953054e+02	(3.387797e-01 6.457920e-01 1.729752e+02)
2.49551e-07   	8.953042e+02	(3.367990e-01 6.471349e-01 1.729777e+02)
3.10415e-07   	8.953027e+02	(3.345981e-01 6.487006e-01 1.729806e+02)
3.80527e-07   	8.953009e+02	(3.321488e-01 6.504930e-01 1.729837e+02)
4.5987e-07    	8.952985e+02	(3.294067e-01 6.525567e-01 1.729865e+02)
5.4844e-07    	8.952955e+02	(3.263419e-01 6.549482e-01 1.729886e+02)
6.40675e-07   	8.952922e+02	(3.231916e-01 6.574957e-01 1.729897e+02)
7.32774e-07   	8.952889e+02	(3.200962e-01 6.600745e-01 1.729899e+02)
8.24737e-07   	8.952860e+02	(3.170395e-01 6.626865e-01 1.729893e+02)
9.16599e-07   	8.952836e+02	(3.140206e-01 6.653269e-01 1.729880e+02)
1.00839e-06   	8.952818e+02	(3.110442e-01 6.679892e-01 1.729863e+02)
1.10017e-06   	8.952808e+02	(3.081141e-01 6.706665e-01 1.729840e+02)
1.19195e-06   	8.952805e+02	(3.052337e-01 6.733513e-01 1.729815e+02)
1.28376e-06   	8.952811e+02	(3.024054e-01 6.760364e-01 1.729786e+02)
1.37562e-06   	8.952824e+02	(2.996323e-01 6.787147e-01 1.729754e+02)
1.46743e-06   	8.952845e+02	(2.969216e-01 6.813742e-01 1.729720e+02)
1.55919e-06   	8.952873e+02	(2.942773e-01 6.840060e-01 1.729684e+02)
1.65092e-06   	8.952907e+02	(2.917028e-01 6.866008e-01 1.729647e+02)
1.74263e-06   	8.952947e+02	(2.892020e-01 6.891489e-01 1.729608e+02)
1.83433e-06   	8.952993e+02	(2.867789e-01 6.916409e-01 1.729567e+02)
1.92609e-06   	8.953044e+02	(2.844376e-01 6.940695e-01 1.729525e+02)
2.01791e-06   	8.953100e+02	(2.821837e-01 6.964271e-01 1.729482e+02)
2.10977e-06   	8.953160e+02	(2.800239e-01 6.987080e-01 1.729438e+02)
2.20161e-06   	8.953224e+02	(2.779663e-01 7.009062e-01 1.729392e+02)
2.29347e-06   	8.953291e+02	(2.760168e-01 7.030197e-01 1.729346e+02)
2.38535e-06   	8.953361e+02	(2.741821e-01 7.050467e-01 1.729298e+02)
2.47727e-06   	8.953434e+02	(2.724686e-01 7.069862e-01 1.729250e+02)
2.56921e-06   	8.953509e+02	(2.708824e-01 7.088375e-01 1.729200e+02)
2.66119e-06   	8.953586e+02	(2.694296e-01 7.106003e-01 1.729149e+02)
2.75321e-06   	8.953665e+02	(2.681156e-01 7.122742e-01 1.729097e+02)
2.84522e-06   	8.953745e+02	(2.669457e-01 7.138588e-01 1.729044e+02)
2.93718e-06   	8.953826e+02	(2.659242e-01 7.153533e-01 1.728991e+02)
3.02911e-06   	8.953908e+02	(2.650539e-01 7.167580e-01 1.728936e+02)
3.12103e-06   	8.953991e+02	(2.643369e-01 7.180730e-01 1.728880e+02)
3.21292e-06   	8.954074e+02	(2.637740e-01 7.192979e-01 1.728824e+02)
3.30478e-06   	8.954157e+02	(2.633654e-01 7.204316e-01 1.728767e+02)
3.39659e-06   	8.954240e+02	(2.631105e-01 7.214726e-01 1.728709e+02)
3.48835e-06   	8.954322e+02	(2.630076e-01 7.224192e-01 1.728651e+02)
3.58008e-06   	8.954404e+02	(2.630550e-01 7.232692e-01 1.728592e+02)
3.67179e-06   	8.954486e+02	(2.632502e-01 7.240203e-01 1.728534e+02)
3.76348e-06   	8.954566e+02	(2.635909e-01 7.246693e-01 1.728476e+02)
3.85519e-06   	8.954646e+02	(2.640747e-01 7.252134e-01 1.728419e+02)
3.94683e-06   	8.954725e+02	(2.646983e-01 7.256485e-01 1.728362e+02)
4.03839e-06   	8.954803e+02	(2.654586e-01 7.259712e-01 1.728308e+02)
4.12989e-06   	8.954880e+02	(2.663532e-01 7.261780e-01 1.728256e+02)
4.22135e-06   	8.954955e+02	(2.673794e-01 7.262647e-01 1.728206e+02)
4.31277e-06   	8.955029e+02	(2.685348e-01 7.262274e-01 1.728159e+02)
4.40417e-06   	8.955102e+02	(2.698171e-01 7.260614e-01 1.728115e+02)
4.49556e-06   	8.955173e+02	(2.712237e-01 7.257624e-01 1.728074e+02)
4.58697e-06   	8.955242e+02	(2.727529e-01 7.253254e-01 1.728037e+02)
