0 	829.695
4.28283e-05 	753.983
8.56566e-05 	686.383
0.000128485 	638.037
0.000171313 	608.497
0.000214141 	593.663
0.00025697 	586.752
0.000299798 	583.191
0.000342626 	581.145
0.000385455 	580.139
0.000428283 	579.49
0.000471111 	579.067
0.000513939 	578.803
0.000556768 	578.618
0.000599596 	578.473
0.000642424 	578.396
0.000685253 	578.319
0.000728081 	578.283
0.000770909 	578.268
0.000813737 	578.253
0.000856566 	578.238
0.000899394 	578.224
0.000942222 	578.209
0.000985051 	578.201
0.00102788 	578.197
0.00107071 	578.193
0.00111354 	578.19
0.00115636 	578.187
0.00119919 	578.183
0.00124202 	578.18
0.00128485 	578.176
0.00132768 	578.172
0.00137051 	578.169
0.00141333 	578.165
0.00145616 	578.162
0.00149899 	578.158
0.00154182 	578.155
0.00158465 	578.153
0.00162747 	578.15
0.0016703 	578.147
0.00171313 	578.144
0.00175596 	578.142
0.00179879 	578.139
0.00184162 	578.136
0.00188444 	578.132
0.00192727 	578.128
0.0019701 	578.125
0.00201293 	578.121
0.00205576 	578.117
0.00209859 	578.114
0.00214141 	578.11
0.00218424 	578.106
0.00222707 	578.102
0.0022699 	578.098
0.00231273 	578.095
0.00235556 	578.091
0.00239838 	578.087
0.00244121 	578.085
0.00248404 	578.086
0.00252687 	578.086
0.0025697 	578.087
0.00261253 	578.087
0.00265535 	578.088
0.00269818 	578.088
0.00274101 	578.094
0.00278384 	578.102
0.00282667 	578.111
0.00286949 	578.119
0.00291232 	578.127
0.00295515 	578.136
0.00299798 	578.144
0.00304081 	578.166
0.00308364 	578.19
0.00312646 	578.213
0.00316929 	578.236
0.00321212 	578.26
0.00325495 	578.283
0.00329778 	578.321
0.00334061 	578.38
0.00338343 	578.439
0.00342626 	578.497
0.00346909 	578.554
0.00351192 	578.612
0.00355475 	578.711
0.00359758 	578.892
0.0036404 	579.071
0.00368323 	579.376
0.00372606 	579.751
0.00376889 	580.29
0.00381172 	581.154
0.00385455 	582.439
0.00389737 	584.391
0.0039402 	588.094
0.00398303 	593.985
0.00402586 	604.209
0.00406869 	622.922
0.00411152 	655.026
0.00415434 	703.772
0.00419717 	771.931
0.00424 	848.155
