0 	1129.58
4.28283e-05 	1069.24
8.56566e-05 	1013.08
0.000128485 	969.676
0.000171313 	939.409
0.000214141 	919.525
0.00025697 	906.358
0.000299798 	897.3
0.000342626 	890.44
0.000385455 	884.682
0.000428283 	879.601
0.000471111 	875.1
0.000513939 	871.216
0.000556768 	867.523
0.000599596 	864.06
0.000642424 	860.567
0.000685253 	857.051
0.000728081 	854.524
0.000770909 	852.496
0.000813737 	850.468
0.000856566 	848.441
0.000899394 	846.577
0.000942222 	845.013
0.000985051 	843.45
0.00102788 	841.886
0.00107071 	840.324
0.00111354 	839.222
0.00115636 	838.21
0.00119919 	837.198
0.00124202 	836.186
0.00128485 	835.228
0.00132768 	834.536
0.00137051 	833.844
0.00141333 	833.152
0.00145616 	832.46
0.00149899 	831.797
0.00154182 	831.188
0.00158465 	830.579
0.00162747 	829.97
0.0016703 	829.361
0.00171313 	828.861
0.00175596 	828.491
0.00179879 	828.121
0.00184162 	827.751
0.00188444 	827.38
0.00192727 	827.227
0.0019701 	827.293
0.00201293 	827.36
0.00205576 	827.426
0.00209859 	827.493
0.00214141 	827.724
0.00218424 	828.121
0.00222707 	828.517
0.0022699 	828.913
0.00231273 	829.31
0.00235556 	829.813
0.00239838 	830.422
0.00244121 	831.032
0.00248404 	831.641
0.00252687 	832.25
0.0025697 	833.031
0.00261253 	833.96
0.00265535 	834.889
0.00269818 	835.818
0.00274101 	836.748
0.00278384 	837.884
0.00282667 	839.138
0.00286949 	840.391
0.00291232 	841.645
0.00295515 	842.899
0.00299798 	844.338
0.00304081 	845.813
0.00308364 	847.288
0.00312646 	848.764
0.00316929 	850.283
0.00321212 	852.026
0.00325495 	853.77
0.00329778 	855.513
0.00334061 	857.257
0.00338343 	859.142
0.00342626 	861.102
0.00346909 	863.062
0.00351192 	865.022
0.00355475 	867.363
0.00359758 	870.46
0.0036404 	873.485
0.00368323 	876.392
0.00372606 	879.469
0.00376889 	882.696
0.00381172 	886.44
0.00385455 	890.83
0.00389737 	896.143
0.0039402 	903.027
0.00398303 	912.54
0.00402586 	925.962
0.00406869 	945.088
0.00411152 	973.514
0.00415434 	1014.57
0.00419717 	1068.92
0.00424 	1128.74
