# Region type : patch inlet
# Faces  :    1008
# Area   :    1.407929e-05
# Time        	areaAverage(TMean)	areaAverage(UMean)
0             
1.19999e-08   	5.787000e+02	(-3.848816e-01 9.957174e-02 9.999921e+01)
2.63997e-08   	5.787000e+02	(-3.842372e-01 9.943594e-02 9.999921e+01)
4.36788e-08   	5.787000e+02	(-3.834654e-01 9.926501e-02 9.999922e+01)
6.44136e-08   	5.787000e+02	(-3.825424e-01 9.904888e-02 9.999922e+01)
8.92947e-08   	5.787000e+02	(-3.814412e-01 9.877518e-02 9.999922e+01)
1.19151e-07   	5.787000e+02	(-3.801311e-01 9.842843e-02 9.999923e+01)
1.54977e-07   	5.787000e+02	(-3.785775e-01 9.798802e-02 9.999924e+01)
1.97967e-07   	5.787000e+02	(-3.767404e-01 9.742567e-02 9.999924e+01)
2.49551e-07   	5.787000e+02	(-3.745713e-01 9.670421e-02 9.999925e+01)
3.10638e-07   	5.787000e+02	(-3.720533e-01 9.580044e-02 9.999926e+01)
3.81216e-07   	5.787000e+02	(-3.692104e-01 9.472770e-02 9.999927e+01)
4.6127e-07    	5.787000e+02	(-3.660458e-01 9.352355e-02 9.999929e+01)
5.50793e-07   	5.787000e+02	(-3.625443e-01 9.224706e-02 9.999930e+01)
6.45457e-07   	5.787000e+02	(-3.588906e-01 9.103439e-02 9.999931e+01)
7.4014e-07    	5.787000e+02	(-3.552689e-01 8.998322e-02 9.999933e+01)
8.34858e-07   	5.787000e+02	(-3.516037e-01 8.908243e-02 9.999934e+01)
9.29594e-07   	5.787000e+02	(-3.478478e-01 8.831837e-02 9.999935e+01)
1.02429e-06   	5.787000e+02	(-3.439799e-01 8.767487e-02 9.999937e+01)
1.11898e-06   	5.787000e+02	(-3.399976e-01 8.713479e-02 9.999938e+01)
1.21366e-06   	5.787000e+02	(-3.359176e-01 8.668274e-02 9.999939e+01)
1.30836e-06   	5.787000e+02	(-3.317701e-01 8.630625e-02 9.999941e+01)
1.40311e-06   	5.787000e+02	(-3.275907e-01 8.599592e-02 9.999942e+01)
1.49792e-06   	5.787000e+02	(-3.234176e-01 8.574518e-02 9.999943e+01)
1.5928e-06    	5.787000e+02	(-3.192846e-01 8.554945e-02 9.999945e+01)
1.68768e-06   	5.787000e+02	(-3.152236e-01 8.540564e-02 9.999946e+01)
1.78258e-06   	5.787000e+02	(-3.112555e-01 8.531124e-02 9.999947e+01)
1.87748e-06   	5.787000e+02	(-3.073956e-01 8.526419e-02 9.999948e+01)
1.97241e-06   	5.787000e+02	(-3.036507e-01 8.526230e-02 9.999949e+01)
2.06739e-06   	5.787000e+02	(-3.000234e-01 8.530294e-02 9.999950e+01)
2.16239e-06   	5.787000e+02	(-2.965109e-01 8.538262e-02 9.999951e+01)
2.25742e-06   	5.787000e+02	(-2.931065e-01 8.549668e-02 9.999952e+01)
2.35244e-06   	5.787000e+02	(-2.897990e-01 8.563923e-02 9.999953e+01)
2.44747e-06   	5.787000e+02	(-2.865733e-01 8.580335e-02 9.999954e+01)
2.54251e-06   	5.787000e+02	(-2.834111e-01 8.598134e-02 9.999955e+01)
2.63759e-06   	5.787000e+02	(-2.802921e-01 8.616504e-02 9.999955e+01)
2.73269e-06   	5.787000e+02	(-2.771965e-01 8.634620e-02 9.999956e+01)
2.82782e-06   	5.787000e+02	(-2.741031e-01 8.651703e-02 9.999957e+01)
2.92296e-06   	5.787000e+02	(-2.709933e-01 8.667041e-02 9.999958e+01)
3.01809e-06   	5.787000e+02	(-2.678485e-01 8.680036e-02 9.999958e+01)
3.11323e-06   	5.787000e+02	(-2.646520e-01 8.690218e-02 9.999959e+01)
3.20836e-06   	5.787000e+02	(-2.613890e-01 8.697249e-02 9.999960e+01)
3.30353e-06   	5.787000e+02	(-2.580457e-01 8.700929e-02 9.999961e+01)
3.39872e-06   	5.787000e+02	(-2.546126e-01 8.701184e-02 9.999961e+01)
3.49395e-06   	5.787000e+02	(-2.510811e-01 8.698062e-02 9.999962e+01)
3.58915e-06   	5.787000e+02	(-2.474480e-01 8.691725e-02 9.999963e+01)
3.68438e-06   	5.787000e+02	(-2.437083e-01 8.682426e-02 9.999964e+01)
3.77961e-06   	5.787000e+02	(-2.398613e-01 8.670493e-02 9.999964e+01)
3.87487e-06   	5.787000e+02	(-2.359055e-01 8.656302e-02 9.999965e+01)
3.97015e-06   	5.787000e+02	(-2.318430e-01 8.640263e-02 9.999966e+01)
4.06548e-06   	5.787000e+02	(-2.276746e-01 8.622785e-02 9.999967e+01)
4.16084e-06   	5.787000e+02	(-2.234052e-01 8.604282e-02 9.999967e+01)
4.25619e-06   	5.787000e+02	(-2.190395e-01 8.585140e-02 9.999968e+01)
4.35156e-06   	5.787000e+02	(-2.145806e-01 8.565702e-02 9.999969e+01)
4.44695e-06   	5.787000e+02	(-2.100330e-01 8.546265e-02 9.999969e+01)
4.54238e-06   	5.787000e+02	(-2.053998e-01 8.527071e-02 9.999970e+01)
4.63783e-06   	5.787000e+02	(-2.006861e-01 8.508314e-02 9.999970e+01)
4.73333e-06   	5.787000e+02	(-1.958939e-01 8.490122e-02 9.999971e+01)
4.82883e-06   	5.787000e+02	(-1.910294e-01 8.472595e-02 9.999971e+01)
4.92433e-06   	5.787000e+02	(-1.860958e-01 8.455779e-02 9.999972e+01)
5.01985e-06   	5.787000e+02	(-1.810948e-01 8.439688e-02 9.999972e+01)
5.11538e-06   	5.787000e+02	(-1.760286e-01 8.424318e-02 9.999973e+01)
5.21094e-06   	5.787000e+02	(-1.708986e-01 8.409653e-02 9.999973e+01)
5.30653e-06   	5.787000e+02	(-1.657051e-01 8.395668e-02 9.999973e+01)
5.40213e-06   	5.787000e+02	(-1.604506e-01 8.382343e-02 9.999974e+01)
5.49772e-06   	5.787000e+02	(-1.551353e-01 8.369655e-02 9.999974e+01)
5.59333e-06   	5.787000e+02	(-1.497579e-01 8.357580e-02 9.999974e+01)
5.68896e-06   	5.787000e+02	(-1.443176e-01 8.346104e-02 9.999974e+01)
5.78459e-06   	5.787000e+02	(-1.388144e-01 8.335221e-02 9.999974e+01)
5.88022e-06   	5.787000e+02	(-1.332470e-01 8.324930e-02 9.999974e+01)
5.97585e-06   	5.787000e+02	(-1.276142e-01 8.315232e-02 9.999974e+01)
6.0715e-06    	5.787000e+02	(-1.219131e-01 8.306129e-02 9.999974e+01)
6.16717e-06   	5.787000e+02	(-1.161422e-01 8.297623e-02 9.999974e+01)
6.26287e-06   	5.787000e+02	(-1.102988e-01 8.289709e-02 9.999974e+01)
6.35857e-06   	5.787000e+02	(-1.043838e-01 8.282385e-02 9.999974e+01)
6.45428e-06   	5.787000e+02	(-9.839625e-02 8.275636e-02 9.999973e+01)
6.55e-06      	5.787000e+02	(-9.233399e-02 8.269440e-02 9.999973e+01)
6.64574e-06   	5.787000e+02	(-8.619645e-02 8.263765e-02 9.999973e+01)
6.74152e-06   	5.787000e+02	(-7.998217e-02 8.258573e-02 9.999972e+01)
6.83734e-06   	5.787000e+02	(-7.369123e-02 8.253816e-02 9.999972e+01)
6.93315e-06   	5.787000e+02	(-6.732667e-02 8.249442e-02 9.999971e+01)
7.02899e-06   	5.787000e+02	(-6.088812e-02 8.245395e-02 9.999970e+01)
7.12482e-06   	5.787000e+02	(-5.437813e-02 8.241620e-02 9.999969e+01)
7.22067e-06   	5.787000e+02	(-4.779698e-02 8.238061e-02 9.999968e+01)
7.31654e-06   	5.787000e+02	(-4.114655e-02 8.234665e-02 9.999967e+01)
7.41245e-06   	5.787000e+02	(-3.442763e-02 8.231384e-02 9.999966e+01)
7.50836e-06   	5.787000e+02	(-2.764534e-02 8.228175e-02 9.999965e+01)
7.60427e-06   	5.787000e+02	(-2.080230e-02 8.225003e-02 9.999964e+01)
7.70018e-06   	5.787000e+02	(-1.390131e-02 8.221835e-02 9.999963e+01)
7.79609e-06   	5.787000e+02	(-6.945263e-03 8.218646e-02 9.999961e+01)
7.89202e-06   	5.787000e+02	(6.428751e-05 8.215415e-02 9.999960e+01)
7.98796e-06   	5.787000e+02	(7.124367e-03 8.212125e-02 9.999958e+01)
8.08389e-06   	5.787000e+02	(1.422915e-02 8.208762e-02 9.999956e+01)
8.17982e-06   	5.787000e+02	(2.137707e-02 8.205313e-02 9.999955e+01)
8.27573e-06   	5.787000e+02	(2.856380e-02 8.201762e-02 9.999953e+01)
8.37165e-06   	5.787000e+02	(3.578941e-02 8.198088e-02 9.999951e+01)
8.46758e-06   	5.787000e+02	(4.304978e-02 8.194268e-02 9.999949e+01)
8.56351e-06   	5.787000e+02	(5.034237e-02 8.190269e-02 9.999947e+01)
8.65942e-06   	5.787000e+02	(5.766334e-02 8.186054e-02 9.999944e+01)
8.75533e-06   	5.787000e+02	(6.501194e-02 8.181572e-02 9.999942e+01)
8.85122e-06   	5.787000e+02	(7.238471e-02 8.176764e-02 9.999940e+01)
8.94711e-06   	5.787000e+02	(7.978132e-02 8.171562e-02 9.999937e+01)
9.04301e-06   	5.787000e+02	(8.720164e-02 8.165888e-02 9.999935e+01)
9.1389e-06    	5.787000e+02	(9.464133e-02 8.159661e-02 9.999932e+01)
9.23478e-06   	5.787000e+02	(1.020991e-01 8.152793e-02 9.999929e+01)
9.33065e-06   	5.787000e+02	(1.095755e-01 8.145193e-02 9.999927e+01)
9.42652e-06   	5.787000e+02	(1.170696e-01 8.136772e-02 9.999924e+01)
9.52239e-06   	5.787000e+02	(1.245806e-01 8.127445e-02 9.999921e+01)
9.61828e-06   	5.787000e+02	(1.321095e-01 8.117131e-02 9.999918e+01)
9.71415e-06   	5.787000e+02	(1.396525e-01 8.105764e-02 9.999914e+01)
9.81e-06      	5.787000e+02	(1.472092e-01 8.093284e-02 9.999911e+01)
9.90587e-06   	5.787000e+02	(1.547823e-01 8.079639e-02 9.999908e+01)
1.00017e-05   	5.787000e+02	(1.623666e-01 8.064805e-02 9.999905e+01)
1.00975e-05   	5.787000e+02	(1.699633e-01 8.048765e-02 9.999901e+01)
1.01933e-05   	5.787000e+02	(1.775719e-01 8.031520e-02 9.999897e+01)
1.02891e-05   	5.787000e+02	(1.851919e-01 8.013087e-02 9.999894e+01)
1.03849e-05   	5.787000e+02	(1.928227e-01 7.993495e-02 9.999890e+01)
1.04806e-05   	5.787000e+02	(2.004649e-01 7.972781e-02 9.999886e+01)
1.05763e-05   	5.787000e+02	(2.081148e-01 7.951006e-02 9.999882e+01)
