# Region type : patch outlet
# Faces  :    700
# Area   :    1.406158e-05
# Time        	sum(phi)
0             	3.108962e-03
1.19999e-08   	3.103793e-03
2.63997e-08   	3.103719e-03
4.36788e-08   	3.103628e-03
6.44136e-08   	3.103521e-03
8.92947e-08   	3.103392e-03
1.19151e-07   	3.103235e-03
1.54977e-07   	3.103043e-03
1.97967e-07   	3.102812e-03
2.49551e-07   	3.102541e-03
3.10735e-07   	3.102237e-03
3.81523e-07   	3.101923e-03
4.61912e-07   	3.101634e-03
5.51903e-07   	3.101392e-03
6.48098e-07   	3.101205e-03
7.44368e-07   	3.101051e-03
8.40712e-07   	3.100921e-03
9.37112e-07   	3.100794e-03
1.03357e-06   	3.100661e-03
1.13008e-06   	3.100526e-03
1.22665e-06   	3.100397e-03
1.32329e-06   	3.100285e-03
1.41999e-06   	3.100195e-03
1.51675e-06   	3.100130e-03
1.61356e-06   	3.100087e-03
1.71042e-06   	3.100061e-03
1.80737e-06   	3.100047e-03
1.90437e-06   	3.100040e-03
2.00144e-06   	3.100035e-03
2.0986e-06    	3.100029e-03
2.19584e-06   	3.100024e-03
2.29318e-06   	3.100022e-03
2.39062e-06   	3.100023e-03
2.48815e-06   	3.100028e-03
2.58572e-06   	3.100035e-03
2.68329e-06   	3.100039e-03
2.78086e-06   	3.100031e-03
2.87843e-06   	3.100008e-03
2.97602e-06   	3.099967e-03
3.07365e-06   	3.099909e-03
3.17132e-06   	3.099837e-03
3.26898e-06   	3.099754e-03
3.36665e-06   	3.099666e-03
3.46432e-06   	3.099574e-03
3.562e-06     	3.099479e-03
3.65971e-06   	3.099381e-03
3.75745e-06   	3.099281e-03
3.85523e-06   	3.099181e-03
3.95305e-06   	3.099083e-03
4.05093e-06   	3.098988e-03
4.14887e-06   	3.098898e-03
4.24686e-06   	3.098818e-03
4.34484e-06   	3.098748e-03
4.44281e-06   	3.098689e-03
4.54079e-06   	3.098642e-03
4.63876e-06   	3.098607e-03
4.73672e-06   	3.098584e-03
4.83467e-06   	3.098573e-03
4.93263e-06   	3.098572e-03
5.03058e-06   	3.098581e-03
5.12854e-06   	3.098597e-03
5.22648e-06   	3.098621e-03
5.32441e-06   	3.098650e-03
5.42235e-06   	3.098686e-03
5.52028e-06   	3.098729e-03
5.61822e-06   	3.098778e-03
5.71614e-06   	3.098833e-03
5.81405e-06   	3.098891e-03
5.91197e-06   	3.098951e-03
6.00989e-06   	3.099011e-03
6.1078e-06    	3.099070e-03
6.2057e-06    	3.099126e-03
6.3036e-06    	3.099180e-03
6.4015e-06    	3.099230e-03
6.49939e-06   	3.099276e-03
6.59729e-06   	3.099318e-03
6.69517e-06   	3.099358e-03
6.79305e-06   	3.099393e-03
6.89092e-06   	3.099425e-03
6.98878e-06   	3.099454e-03
7.08664e-06   	3.099479e-03
7.1845e-06    	3.099503e-03
7.28236e-06   	3.099527e-03
7.3802e-06    	3.099550e-03
7.47804e-06   	3.099574e-03
7.57586e-06   	3.099596e-03
7.67368e-06   	3.099619e-03
