0 	-1.68974e-16 	1.96615e-15 	-3.66816e-13
4.28283e-05 	0.000539239 	-0.0449196 	30.8957
8.56566e-05 	-0.021037 	-0.179612 	57.3974
0.000128485 	-0.0638426 	-0.246275 	76.7475
0.000171313 	-0.111353 	-0.112898 	89.8017
0.000214141 	-0.149919 	0.0680887 	97.6374
0.00025697 	-0.193923 	0.230196 	102.417
0.000299798 	-0.249985 	0.360101 	105.736
0.000342626 	-0.317052 	0.454557 	108.277
0.000385455 	-0.399237 	0.491235 	110.114
0.000428283 	-0.478378 	0.48477 	111.547
0.000471111 	-0.555616 	0.451225 	112.731
0.000513939 	-0.607056 	0.415427 	113.667
0.000556768 	-0.645898 	0.378662 	114.479
0.000599596 	-0.655362 	0.346531 	115.241
0.000642424 	-0.615399 	0.322713 	115.916
0.000685253 	-0.575471 	0.298991 	116.591
0.000728081 	-0.520126 	0.281502 	117.072
0.000770909 	-0.457015 	0.267155 	117.457
0.000813737 	-0.393904 	0.252807 	117.841
0.000856566 	-0.330792 	0.238459 	118.226
0.000899394 	-0.267681 	0.224112 	118.61
0.000942222 	-0.204695 	0.20964 	118.995
0.000985051 	-0.147093 	0.188206 	119.32
0.00102788 	-0.0936604 	0.161369 	119.599
0.00107071 	-0.0402282 	0.134532 	119.877
0.00111354 	0.0132041 	0.107695 	120.155
0.00115636 	0.0666363 	0.0808577 	120.434
0.00119919 	0.119948 	0.0538928 	120.712
0.00124202 	0.171388 	0.02716 	120.976
0.00128485 	0.209183 	0.00396557 	121.132
0.00132768 	0.246978 	-0.0192289 	121.287
0.00137051 	0.284773 	-0.0424233 	121.442
0.00141333 	0.322568 	-0.0656177 	121.597
0.00145616 	0.360363 	-0.0888121 	121.753
0.00149899 	0.398096 	-0.112323 	121.908
0.00154182 	0.427531 	-0.12332 	122.041
0.00158465 	0.444056 	-0.114596 	122.142
0.00162747 	0.46058 	-0.105871 	122.242
0.0016703 	0.477104 	-0.0971473 	122.342
0.00171313 	0.493629 	-0.0884232 	122.443
0.00175596 	0.510153 	-0.0796991 	122.543
0.00179879 	0.526659 	-0.0711009 	122.644
0.00184162 	0.526148 	-0.0823401 	122.712
0.00188444 	0.507987 	-0.114135 	122.747
0.00192727 	0.489826 	-0.14593 	122.783
0.0019701 	0.471665 	-0.177725 	122.818
0.00201293 	0.453504 	-0.209521 	122.853
0.00205576 	0.435342 	-0.241316 	122.889
0.00209859 	0.416992 	-0.273118 	122.924
0.00214141 	0.386859 	-0.339147 	122.851
0.00218424 	0.344969 	-0.439402 	122.668
0.00222707 	0.30308 	-0.539657 	122.486
0.0022699 	0.26119 	-0.639912 	122.304
0.00231273 	0.2193 	-0.740166 	122.122
0.00235556 	0.177411 	-0.840421 	121.939
0.00239838 	0.1354 	-0.940561 	121.757
0.00244121 	0.0851533 	-1.01202 	121.469
0.00248404 	0.026982 	-1.05584 	121.078
0.00252687 	-0.0311892 	-1.09966 	120.688
0.0025697 	-0.0893605 	-1.14348 	120.297
0.00261253 	-0.147532 	-1.18731 	119.907
0.00265535 	-0.205703 	-1.23113 	119.517
0.00269818 	-0.263922 	-1.27482 	119.126
0.00274101 	-0.326954 	-1.23637 	118.76
0.00278384 	-0.393068 	-1.14528 	118.411
0.00282667 	-0.459182 	-1.05418 	118.062
0.00286949 	-0.525296 	-0.96309 	117.712
0.00291232 	-0.59141 	-0.871995 	117.363
0.00295515 	-0.657536 	-0.780877 	117.014
0.00299798 	-0.723707 	-0.689675 	116.665
0.00304081 	-0.776509 	-0.580818 	116.324
0.00308364 	-0.827662 	-0.469786 	115.984
0.00312646 	-0.878816 	-0.358753 	115.644
0.00316929 	-0.92997 	-0.24772 	115.304
0.00321212 	-0.981124 	-0.136687 	114.964
0.00325495 	-1.03218 	-0.0255175 	114.624
0.00329778 	-1.06487 	0.0496428 	114.244
0.00334061 	-1.07405 	0.078566 	113.813
0.00338343 	-1.08323 	0.107489 	113.382
0.00342626 	-1.09241 	0.136412 	112.95
0.00346909 	-1.10159 	0.165336 	112.519
0.00351192 	-1.11058 	0.194212 	112.087
0.00355475 	-1.1112 	0.223779 	111.542
0.00359758 	-1.09548 	0.254797 	110.773
0.0036404 	-1.07964 	0.285807 	110.003
0.00368323 	-1.05692 	0.373075 	109.159
0.00372606 	-1.03052 	0.493683 	108.273
0.00376889 	-0.990726 	0.637129 	107.311
0.00381172 	-0.924527 	0.825527 	106.196
0.00385455 	-0.844929 	1.0247 	104.866
0.00389737 	-0.743347 	1.24018 	103.182
0.0039402 	-0.630665 	1.44719 	100.759
0.00398303 	-0.512237 	1.6545 	97.4989
0.00402586 	-0.389821 	1.86417 	92.6979
0.00406869 	-0.263715 	2.02135 	84.9702
0.00411152 	-0.145633 	1.9713 	72.5414
0.00415434 	-0.0618738 	1.67843 	54.0753
0.00419717 	-0.0225994 	1.08567 	28.79
0.00424 	-2.83234e-16 	1.30191e-14 	2.87423e-13
