0 	578.7
0.00808081 	578.662
0.0161616 	578.632
0.0242424 	578.601
0.0323232 	578.455
0.040404 	578.322
0.0484848 	578.204
0.0565657 	578.109
0.0646465 	578.057
0.0727273 	578.177
0.0808081 	578.574
0.0888889 	579.213
0.0969697 	580.458
0.105051 	581.591
0.113131 	582.494
0.121212 	583.5
0.129293 	585.232
0.137374 	586.559
0.145455 	588.556
0.153535 	590.183
0.161616 	591.927
0.169697 	595.053
0.177778 	597.904
0.185859 	600.743
0.193939 	603.393
0.20202 	605.886
0.210101 	608.631
0.218182 	611.181
0.226263 	614.065
0.234343 	617.423
0.242424 	620.099
0.250505 	623.389
0.258586 	626.002
0.266667 	629.67
0.274747 	631.006
0.282828 	634.6
0.290909 	637.266
0.29899 	640.25
0.307071 	640.914
0.315152 	642.534
0.323232 	644.62
0.331313 	647.202
0.339394 	651.233
0.347475 	655.968
0.355556 	658.894
0.363636 	663.11
0.371717 	667.638
0.379798 	673.053
0.387879 	677.251
0.39596 	681.387
0.40404 	683.167
0.412121 	686.686
0.420202 	690.735
0.428283 	694.927
0.436364 	697.694
0.444444 	700.451
0.452525 	702.594
0.460606 	705.522
0.468687 	709.748
0.476768 	713.516
0.484848 	718.261
0.492929 	721.334
0.50101 	724.474
0.509091 	727.691
0.517172 	731.749
0.525253 	735.642
0.533333 	738.702
0.541414 	741.257
0.549495 	743.316
0.557576 	746.177
0.565657 	749.174
0.573737 	752.942
0.581818 	754.781
0.589899 	756.637
0.59798 	759.25
0.606061 	761.938
0.614141 	765.365
0.622222 	769.676
0.630303 	773.905
0.638384 	778.089
0.646465 	781.786
0.654545 	786.328
0.662626 	790.823
0.670707 	795.052
0.678788 	798.841
0.686869 	801.554
0.694949 	805.307
0.70303 	809.792
0.711111 	813.951
0.719192 	817.161
0.727273 	820.134
0.735354 	822.848
0.743434 	826.367
0.751515 	830.45
0.759596 	835.383
0.767677 	839.574
0.775758 	842.333
0.783838 	844.245
0.791919 	846.523
