# Region type : patch inlet
# Faces  :    700
# Area   :    1.406158e-05
# Time        	areaAverage(TMean)	areaAverage(UMean)
0.001         
0.0010001     	5.787000e+02	(-2.567910e-02 4.261164e-03 9.999804e+01)
0.00100019    	5.787000e+02	(-2.572278e-02 4.265133e-03 9.999804e+01)
0.00100029    	5.787000e+02	(-2.576586e-02 4.269140e-03 9.999804e+01)
0.00100038    	5.787000e+02	(-2.580833e-02 4.273191e-03 9.999804e+01)
0.00100048    	5.787000e+02	(-2.585018e-02 4.277292e-03 9.999804e+01)
0.00100057    	5.787000e+02	(-2.589141e-02 4.281448e-03 9.999804e+01)
0.00100067    	5.787000e+02	(-2.593204e-02 4.285665e-03 9.999804e+01)
0.00100076    	5.787000e+02	(-2.597205e-02 4.289947e-03 9.999804e+01)
0.00100086    	5.787000e+02	(-2.601146e-02 4.294299e-03 9.999804e+01)
0.00100095    	5.787000e+02	(-2.605025e-02 4.298723e-03 9.999804e+01)
0.00100105    	5.787000e+02	(-2.608844e-02 4.303225e-03 9.999804e+01)
0.00100114    	5.787000e+02	(-2.612601e-02 4.307802e-03 9.999804e+01)
0.00100124    	5.787000e+02	(-2.616295e-02 4.312458e-03 9.999804e+01)
0.00100133    	5.787000e+02	(-2.619926e-02 4.317194e-03 9.999804e+01)
0.00100143    	5.787000e+02	(-2.623494e-02 4.322009e-03 9.999804e+01)
0.00100152    	5.787000e+02	(-2.627000e-02 4.326906e-03 9.999804e+01)
0.00100162    	5.787000e+02	(-2.630443e-02 4.331883e-03 9.999804e+01)
0.00100171    	5.787000e+02	(-2.633821e-02 4.336940e-03 9.999804e+01)
0.00100181    	5.787000e+02	(-2.637135e-02 4.342072e-03 9.999804e+01)
0.0010019     	5.787000e+02	(-2.640382e-02 4.347278e-03 9.999804e+01)
0.001002      	5.787000e+02	(-2.643562e-02 4.352555e-03 9.999804e+01)
0.00100209    	5.787000e+02	(-2.646674e-02 4.357901e-03 9.999804e+01)
0.00100219    	5.787000e+02	(-2.649717e-02 4.363313e-03 9.999805e+01)
0.00100228    	5.787000e+02	(-2.652692e-02 4.368789e-03 9.999805e+01)
0.00100238    	5.787000e+02	(-2.655596e-02 4.374325e-03 9.999805e+01)
0.00100247    	5.787000e+02	(-2.658429e-02 4.379916e-03 9.999805e+01)
0.00100257    	5.787000e+02	(-2.661188e-02 4.385556e-03 9.999805e+01)
0.00100266    	5.787000e+02	(-2.663872e-02 4.391243e-03 9.999805e+01)
0.00100276    	5.787000e+02	(-2.666480e-02 4.396972e-03 9.999805e+01)
0.00100285    	5.787000e+02	(-2.669010e-02 4.402737e-03 9.999805e+01)
0.00100295    	5.787000e+02	(-2.671462e-02 4.408537e-03 9.999805e+01)
0.00100304    	5.787000e+02	(-2.673833e-02 4.414364e-03 9.999805e+01)
0.00100314    	5.787000e+02	(-2.676121e-02 4.420215e-03 9.999805e+01)
0.00100323    	5.787000e+02	(-2.678324e-02 4.426082e-03 9.999805e+01)
0.00100333    	5.787000e+02	(-2.680441e-02 4.431961e-03 9.999805e+01)
0.00100342    	5.787000e+02	(-2.682468e-02 4.437846e-03 9.999805e+01)
0.00100352    	5.787000e+02	(-2.684405e-02 4.443733e-03 9.999805e+01)
0.00100362    	5.787000e+02	(-2.686249e-02 4.449617e-03 9.999805e+01)
0.00100371    	5.787000e+02	(-2.687998e-02 4.455495e-03 9.999805e+01)
0.00100381    	5.787000e+02	(-2.689649e-02 4.461359e-03 9.999805e+01)
0.0010039     	5.787000e+02	(-2.691200e-02 4.467204e-03 9.999805e+01)
0.001004      	5.787000e+02	(-2.692648e-02 4.473024e-03 9.999805e+01)
0.00100409    	5.787000e+02	(-2.693992e-02 4.478818e-03 9.999805e+01)
0.00100419    	5.787000e+02	(-2.695228e-02 4.484580e-03 9.999805e+01)
0.00100428    	5.787000e+02	(-2.696353e-02 4.490308e-03 9.999805e+01)
