0 	863.445
4.28283e-05 	789.27
8.56566e-05 	722.703
0.000128485 	674.35
0.000171313 	641.441
0.000214141 	620.034
0.00025697 	606.18
0.000299798 	597.052
0.000342626 	590.714
0.000385455 	587.032
0.000428283 	584.559
0.000471111 	582.83
0.000513939 	581.693
0.000556768 	580.844
0.000599596 	580.148
0.000642424 	579.701
0.000685253 	579.254
0.000728081 	579.014
0.000770909 	578.879
0.000813737 	578.743
0.000856566 	578.608
0.000899394 	578.472
0.000942222 	578.339
0.000985051 	578.257
0.00102788 	578.216
0.00107071 	578.175
0.00111354 	578.134
0.00115636 	578.093
0.00119919 	578.051
0.00124202 	578.015
0.00128485 	578.006
0.00132768 	577.998
0.00137051 	577.989
0.00141333 	577.98
0.00145616 	577.972
0.00149899 	577.963
0.00154182 	577.958
0.00158465 	577.957
0.00162747 	577.956
0.0016703 	577.955
0.00171313 	577.954
0.00175596 	577.952
0.00179879 	577.951
0.00184162 	577.952
0.00188444 	577.954
0.00192727 	577.956
0.0019701 	577.958
0.00201293 	577.96
0.00205576 	577.962
0.00209859 	577.963
0.00214141 	577.967
0.00218424 	577.972
0.00222707 	577.978
0.0022699 	577.983
0.00231273 	577.988
0.00235556 	577.994
0.00239838 	577.999
0.00244121 	578.007
0.00248404 	578.018
0.00252687 	578.03
0.0025697 	578.041
0.00261253 	578.052
0.00265535 	578.063
0.00269818 	578.074
0.00274101 	578.094
0.00278384 	578.121
0.00282667 	578.147
0.00286949 	578.174
0.00291232 	578.2
0.00295515 	578.227
0.00299798 	578.253
0.00304081 	578.324
0.00308364 	578.4
0.00312646 	578.476
0.00316929 	578.553
0.00321212 	578.629
0.00325495 	578.704
0.00329778 	578.83
0.00334061 	579.022
0.00338343 	579.213
0.00342626 	579.405
0.00346909 	579.597
0.00351192 	579.787
0.00355475 	580.099
0.00359758 	580.659
0.0036404 	581.219
0.00368323 	581.991
0.00372606 	582.893
0.00376889 	583.957
0.00381172 	585.356
0.00385455 	587.095
0.00389737 	589.387
0.0039402 	593.023
0.00398303 	598.396
0.00402586 	607.314
0.00406869 	623.976
0.00411152 	654.619
0.00415434 	702.864
0.00419717 	768.978
0.00424 	843.5
