0 	-0.275695 	0.0999129 	116.64
0.00808081 	-0.378314 	0.0226821 	116.628
0.0161616 	-0.257112 	0.086646 	116.713
0.0242424 	-0.398038 	0.0344733 	116.631
0.0323232 	-0.271758 	0.0863317 	117.857
0.040404 	-0.407083 	0.0308123 	118.599
0.0484848 	-0.298331 	0.0370234 	119.676
0.0565657 	-0.330265 	0.0090328 	120.237
0.0646465 	-0.243223 	-0.032542 	121.356
0.0727273 	-0.278602 	0.0241462 	122.055
0.0808081 	-0.342651 	-0.0748365 	123.35
0.0888889 	-0.498311 	-0.0419399 	124.288
0.0969697 	-0.579058 	-0.105405 	125.237
0.105051 	-0.673931 	0.00932683 	126.205
0.113131 	-0.763626 	-0.110654 	127.419
0.121212 	-0.710712 	-0.274885 	128.431
0.129293 	-0.673746 	-0.338624 	129.457
0.137374 	-0.519286 	-0.493114 	130.708
0.145455 	-0.596416 	-0.315973 	131.774
0.153535 	-0.410319 	-0.21209 	133.09
0.161616 	-0.16596 	-0.144633 	133.93
0.169697 	-0.00334417 	-0.186273 	134.846
0.177778 	0.180287 	-0.191027 	135.716
0.185859 	0.146301 	-0.0930895 	136.6
0.193939 	0.184131 	-0.00459273 	137.501
0.20202 	0.143176 	0.0473672 	138.335
0.210101 	0.192026 	0.144121 	139.119
0.218182 	0.213807 	0.27344 	139.929
0.226263 	0.17484 	0.365632 	141.086
0.234343 	0.360693 	0.443257 	141.849
0.242424 	0.446646 	0.358495 	142.922
0.250505 	0.362735 	0.358851 	143.707
0.258586 	0.292143 	0.178471 	144.637
0.266667 	0.208427 	0.271017 	145.514
0.274747 	0.252433 	0.21649 	146.666
0.282828 	0.171681 	0.0490117 	147.328
0.290909 	0.11202 	-0.0255251 	148.231
0.29899 	0.104812 	-0.0280648 	149.137
0.307071 	0.305953 	0.0159384 	150.513
0.315152 	0.315102 	-0.0833637 	151.583
0.323232 	0.373187 	-0.0921765 	152.635
0.331313 	0.232821 	-0.00306382 	153.247
0.339394 	0.281055 	0.177566 	154.28
0.347475 	0.423175 	0.0995355 	155.12
0.355556 	0.42893 	0.169208 	155.961
0.363636 	0.484571 	0.0309837 	157.032
0.371717 	0.510232 	0.112719 	157.94
0.379798 	0.507268 	0.216601 	158.232
0.387879 	0.597688 	0.438671 	158.673
0.39596 	0.509163 	0.67357 	159.03
0.40404 	0.402104 	0.764087 	159.594
0.412121 	0.211355 	0.720949 	160.242
0.420202 	-0.15762 	0.598759 	161.172
0.428283 	-0.171936 	0.499946 	161.792
0.436364 	-0.0464796 	0.388624 	162.98
0.444444 	0.0445461 	0.213975 	164.369
0.452525 	0.0819454 	0.177135 	165.835
0.460606 	0.00763435 	0.105303 	167.053
0.468687 	0.0498849 	0.113996 	167.862
0.476768 	0.102507 	0.0874509 	168.115
0.484848 	-0.0441935 	0.0326909 	168.334
0.492929 	-0.0654618 	-0.0706732 	169.221
0.50101 	0.0395829 	-0.107127 	169.804
0.509091 	0.376923 	-0.00834783 	170.24
0.517172 	0.381429 	-0.145721 	170.865
0.525253 	0.346546 	0.0468336 	171.618
0.533333 	0.280719 	0.0488431 	172.914
0.541414 	0.161105 	0.110883 	174.774
0.549495 	-0.0317249 	0.101066 	176.402
0.557576 	-0.0360405 	0.034289 	178.036
0.565657 	-0.134192 	0.165541 	179.305
0.573737 	-0.125172 	0.329975 	180.679
0.581818 	-0.195425 	0.451425 	181.835
0.589899 	-0.350461 	0.486822 	183.402
0.59798 	-0.458693 	0.523087 	184.45
0.606061 	-0.464594 	0.611284 	185.749
0.614141 	-0.469083 	0.544661 	186.836
0.622222 	-0.771083 	0.457816 	187.291
0.630303 	-0.541049 	0.331094 	188.083
0.638384 	-0.0939901 	-0.00542604 	189.772
0.646465 	-0.0222138 	-0.0355911 	191.322
0.654545 	-0.183779 	0.0232663 	192.51
0.662626 	-0.119465 	0.0284021 	193.4
0.670707 	-0.0531313 	-0.0495293 	194.278
0.678788 	0.0767153 	-0.232641 	195.434
0.686869 	0.312588 	-0.384975 	196.653
0.694949 	0.390745 	-0.750431 	197.153
0.70303 	0.289954 	-1.20361 	197.723
0.711111 	0.328698 	-1.2005 	198.29
0.719192 	0.227317 	-0.90072 	199.275
0.727273 	0.0338118 	-0.489818 	200.233
0.735354 	0.106424 	-0.383766 	201.377
0.743434 	0.4078 	-0.0660079 	202.62
0.751515 	0.576604 	0.148242 	203.766
0.759596 	0.511798 	0.322499 	204.206
0.767677 	0.541844 	0.252403 	205.024
0.775758 	0.453638 	0.192561 	206.617
0.783838 	0.529307 	0.156708 	208.266
0.791919 	0.62148 	0.0749839 	208.906
